question,answer,text
,"23 September, 2021 to 13 March, 2022"," 23 September, 2021 to 13 March, 2022"
,2007, 2007
,Philippa Marrack, Philippa Marrack
,Yusuf Meher Ali., Yusuf Meher Ali.
,"May 10, 1999"," May 10, 1999"
,"Chutak Hydroelectric Plant
"," Chutak Hydroelectric Plant
"
,Geogia 25 - 25 Portugal, Geogia 25 - 25 Portugal
,NTT DoCoMo, NTT DoCoMo
,"Season 8, episode 13: The One Where Chandler Takes A Bath"," Season 8, episode 13: The One Where Chandler Takes A Bath"
,Zero Cycles and K-theory on normal surfaces, Zero Cycles and K-theory on normal surfaces
,8 December 1868, 8 December 1868
,"February 7, 1992"," February 7, 1992"
,71., 71.
,Greenock High School , Greenock High School 
,"Season 2, Episode 9: Party Pete"," Season 2, Episode 9: Party Pete"
,May 2019, May 2019
,Avondale Farm, Avondale Farm
,1986 to 1990, 1986 to 1990
,"Arlington, Virginia"," Arlington, Virginia"
,Alexander Manning, Alexander Manning
,Carla Hayden, Carla Hayden
,147th, 147th
,1904, 1904
,Break In, Break In
,1635, 1635
,Lennart Lindegren, Lennart Lindegren
,90 seconds, 90 seconds
,Bakshi Ghulam Mohammad, Bakshi Ghulam Mohammad
,Damage increased and instant cast spell., Damage increased and instant cast spell.
,Deputy Chairman Planning Commission, Deputy Chairman Planning Commission
,Stone's Corner, Stone's Corner
,13.03%, 13.03%
,26 September 1350, 26 September 1350
,Hofukuji temple, Hofukuji temple
,Second Empire style, Second Empire style
,1995, 1995
,Jason Varitek, Jason Varitek
,ƒ/2.4 , ƒ/2.4 
,Poliuto, Poliuto
,Margaret Martonosi, Margaret Martonosi
,Trinity College, Trinity College
,August 2022, August 2022
,Patricia Mary Edmondson, Patricia Mary Edmondson
,Crystal of Zed, Crystal of Zed
,In Berlin., In Berlin.
,2005, 2005
,"Bloomington, Indiana"," Bloomington, Indiana"
,30 June 1880., 30 June 1880.
,February 1973, February 1973
,Rollo, Rollo
,2 January 1952, 2 January 1952
,Trackers., Trackers.
,1435 m, 1435 m
,8, 8
,Mari Lloyd-Williams, Mari Lloyd-Williams
,Allison Perkins, Allison Perkins
,2 wickets, 2 wickets
,The Crescents, The Crescents
,2023, 2023
,1969, 1969
,"January 6, 2005"," January 6, 2005"
,VH1, VH1
,Martha Jungwirth, Martha Jungwirth
,1979, 1979
,2010, 2010
,3:50, 3:50
,Emil Werner and James Bell., Emil Werner and James Bell.
,2008, 2008
,"June 21, 2017"," June 21, 2017"
,Usha Claire Goswami, Usha Claire Goswami
,3, 3
,The Bunka Fashion College, The Bunka Fashion College
,Mud baths., Mud baths.
,"American Cancer Society, the American Public Health Association, the American Heart Association, and the National Tuberculosis Association"," American Cancer Society, the American Public Health Association, the American Heart Association, and the National Tuberculosis Association"
,Home Style: House Members in Their Districts, Home Style: House Members in Their Districts
,Electronics Engineer, Electronics Engineer
,1930, 1930
,François de Malherbe., François de Malherbe.
,Middle Red, Middle Red
,Mandlesizwe Zulu, Mandlesizwe Zulu
,"June 19, 2019"," June 19, 2019"
,Los Angeles, Los Angeles
,60, 60
,"1,376 "," 1,376 "
,1939, 1939
,15 November 2023, 15 November 2023
,LAGRANGE, LAGRANGE
,Stone, Stone
,12 March 1908, 12 March 1908
,University of Belgrade, University of Belgrade
,6480 JPY, 6480 JPY
,57, 57
,"April 14, 1906"," April 14, 1906"
,Hlengiwe Mkhize, Hlengiwe Mkhize
,Hyams, Hyams
,3571948, 3571948
,Sagitta, Sagitta
,University of Oxford, University of Oxford
,James Thornhill , James Thornhill 
,Tomás Gualba Castellanos, Tomás Gualba Castellanos
,Paul Haugen, Paul Haugen
,Seiko, Seiko
,Savoy, Savoy
,"April 18, 1907"," April 18, 1907"
,29 May 1990, 29 May 1990
,7, 7
,20-30 years old, 20-30 years old
,"September 16, 1982"," September 16, 1982"
,"359,083"," 359,083"
,"April 15, 2020"," April 15, 2020"
,"14,805.65"," 14,805.65"
,28 July 2021, 28 July 2021
,David DeWitt, David DeWitt
,"October 10, 2014"," October 10, 2014"
,Shemar Moore, Shemar Moore
,"Frankfurt, Germany."," Frankfurt, Germany."
,1.65 million, 1.65 million
,Heinz Gerischer, Heinz Gerischer
,June 1983, June 1983
,Freed, Freed
,5, 5
,Jim Rhodes, Jim Rhodes
,17, 17
,Emery Reeves, Emery Reeves
,2004., 2004.
,1990, 1990
,Karl Thomas Mozart., Karl Thomas Mozart.
,1985, 1985
,Shri H. D. Deve Gowda, Shri H. D. Deve Gowda
,5 November 1932, 5 November 1932
,Ovsey, Ovsey
, 31 March 2016,  31 March 2016
,Babyface and Jon-John, Babyface and Jon-John
,Rock Style, Rock Style
,Gabrielle Coco Chanel, Gabrielle Coco Chanel
,The Two Fridas., The Two Fridas.
,Narcos, Narcos
,Chickering Scientific and Classical Institute, Chickering Scientific and Classical Institute
,"Oslo, Norway"," Oslo, Norway"
,18 episodes, 18 episodes
,100, 100
,Norris, Norris
,Liu Xiang, Liu Xiang
,Fenerbahçe Grundig, Fenerbahçe Grundig
,Drepano, Drepano
,2020, 2020
,September 1993., September 1993.
,"July 23, 1901."," July 23, 1901."
,"June 10, 1954."," June 10, 1954."
,1959, 1959
,2006, 2006
,120, 120
,Karen Olsen, Karen Olsen
,Lucy Suchman, Lucy Suchman
,"""Miss Annabel Lee"""," ""Miss Annabel Lee"""
,53, 53
,2016, 2016
,Dudhganga, Dudhganga
,40, 40
,"$250,000"," $250,000"
,Sitaram Kesri, Sitaram Kesri
,Ray Colbert, Ray Colbert
,25 January 1973., 25 January 1973.
,Reindeer, Reindeer
,Norbert Maillart., Norbert Maillart.
,4, 4
,1880, 1880
,1915, 1915
,20m-high, 20m-high
,"Episode 17, Season 11, ""A Secret in the Back Room"""," Episode 17, Season 11, ""A Secret in the Back Room"""
,2012, 2012
,March 24 2018 and December 9 2018, March 24 2018 and December 9 2018
,10 Nov 2023, 10 Nov 2023
,8 of September of 1981, 8 of September of 1981
,2003., 2003.
,Annibale de Gasparis, Annibale de Gasparis
,George Melly, George Melly
,1620, 1620
,2009, 2009
,0.64, 0.64
,Stella Rimington, Stella Rimington
,2004, 2004
,1992, 1992
,1786, 1786
, Antonio Salonia,  Antonio Salonia
,Juan de la Cruz Aguirre, Juan de la Cruz Aguirre
,1809, 1809
,3, 3
,1986, 1986
,2006, 2006
,"April 5th, 2011"," April 5th, 2011"
, Civitella Ranieri Fellowship,  Civitella Ranieri Fellowship
,1999, 1999
,14 years old , 14 years old 
,Barron, Barron
,Apothecary, Apothecary
,1530, 1530
,Painting at the Edge of the World, Painting at the Edge of the World
,1821, 1821
,1616, 1616
,G Major, G Major
,2008, 2008
,Rajendra Man Suwal, Rajendra Man Suwal
,60, 60
,June 2009, June 2009
,5., 5.
,"June 2nd, 2011"," June 2nd, 2011"
,1983, 1983
,James B. Patterson, James B. Patterson
,2012, 2012
,1981., 1981.
,Jodelle Ferland, Jodelle Ferland
,October 2010, October 2010
,17th July 2012, 17th July 2012
,A piano, A piano
,3, 3
,"Quantico, Virginia"," Quantico, Virginia"
,Martha Louisa Cocke a.k.a Miss Matty Cocke, Martha Louisa Cocke a.k.a Miss Matty Cocke
,Umroi, Umroi
,Lal Mandi Footbridge, Lal Mandi Footbridge
